test_id,label
355,Residential
2257,Industrial
2533,AnnualCrop
432,Pasture
3637,AnnualCrop
3296,PermanentCrop
1003,PermanentCrop
2204,AnnualCrop
4126,Residential
1495,AnnualCrop
736,PermanentCrop
2118,Residential
266,SeaLake
2660,Residential
521,PermanentCrop
3884,Residential
1431,Residential
1696,PermanentCrop
2874,Industrial
1909,AnnualCrop
111,PermanentCrop
427,PermanentCrop
2679,PermanentCrop
1162,Pasture
2104,AnnualCrop
3432,PermanentCrop
4153,HerbaceousVegetation
1442,Highway
3635,Highway
1445,Pasture
1296,Pasture
351,HerbaceousVegetation
199,PermanentCrop
2454,PermanentCrop
2089,Residential
1386,Industrial
1886,Forest
3406,PermanentCrop
856,Residential
2624,PermanentCrop
3558,Industrial
1715,PermanentCrop
3168,Pasture
2542,Highway
1201,PermanentCrop
2642,AnnualCrop
3208,Residential
3279,AnnualCrop
3623,PermanentCrop
2011,Residential
3486,PermanentCrop
2355,Forest
761,Residential
336,AnnualCrop
4005,Highway
2738,Pasture
1631,AnnualCrop
678,PermanentCrop
4204,PermanentCrop
1377,AnnualCrop
1769,HerbaceousVegetation
1579,HerbaceousVegetation
3972,Forest
3298,Pasture
2740,PermanentCrop
1997,Residential
2818,Highway
2918,Residential
184,PermanentCrop
2295,PermanentCrop
1212,Forest
549,AnnualCrop
2402,AnnualCrop
3249,Residential
3888,Residential
237,AnnualCrop
3474,AnnualCrop
4003,PermanentCrop
3527,AnnualCrop
4150,Pasture
2279,Residential
3669,AnnualCrop
3219,Industrial
1722,PermanentCrop
613,Residential
4007,AnnualCrop
3514,Residential
1917,PermanentCrop
1489,Residential
3415,Residential
79,AnnualCrop
3799,Pasture
830,Highway
1676,Pasture
501,River
1899,Pasture
2695,PermanentCrop
1522,HerbaceousVegetation
2153,PermanentCrop
3698,Residential
307,PermanentCrop
2487,HerbaceousVegetation
2931,AnnualCrop
2208,Highway
4083,AnnualCrop
3674,AnnualCrop
1141,AnnualCrop
1611,PermanentCrop
3976,AnnualCrop
3339,AnnualCrop
1805,PermanentCrop
1786,Pasture
4001,Highway
3840,AnnualCrop
2635,Residential
1185,Residential
854,Industrial
2566,AnnualCrop
3108,Industrial
1298,PermanentCrop
1651,Residential
115,AnnualCrop
2963,Residential
904,Forest
3696,AnnualCrop
652,PermanentCrop
2816,Residential
3686,PermanentCrop
1608,PermanentCrop
3662,Residential
1369,AnnualCrop
3782,Residential
2602,AnnualCrop
4032,AnnualCrop
3800,Highway
3537,PermanentCrop
1868,HerbaceousVegetation
674,HerbaceousVegetation
2468,Forest
2939,PermanentCrop
3672,PermanentCrop
1361,River
