test_id,label
355,HerbaceousVegetation
2257,HerbaceousVegetation
2533,SeaLake
432,PermanentCrop
3637,SeaLake
3296,Pasture
1003,PermanentCrop
2204,SeaLake
4126,HerbaceousVegetation
1495,SeaLake
736,Highway
2118,Residential
266,SeaLake
2660,HerbaceousVegetation
521,HerbaceousVegetation
3884,HerbaceousVegetation
1431,HerbaceousVegetation
1696,SeaLake
2874,Industrial
1909,SeaLake
111,Highway
427,PermanentCrop
2679,PermanentCrop
1162,Residential
2104,SeaLake
3432,PermanentCrop
4153,HerbaceousVegetation
1442,HerbaceousVegetation
3635,River
1445,Highway
1296,HerbaceousVegetation
351,HerbaceousVegetation
199,HerbaceousVegetation
2454,HerbaceousVegetation
2089,HerbaceousVegetation
1386,Highway
1886,HerbaceousVegetation
3406,PermanentCrop
856,HerbaceousVegetation
2624,Pasture
3558,SeaLake
1715,PermanentCrop
3168,HerbaceousVegetation
2542,Industrial
1201,PermanentCrop
2642,SeaLake
3208,HerbaceousVegetation
3279,SeaLake
3623,HerbaceousVegetation
2011,HerbaceousVegetation
3486,PermanentCrop
2355,HerbaceousVegetation
761,Residential
336,SeaLake
4005,Highway
2738,HerbaceousVegetation
1631,SeaLake
678,River
4204,PermanentCrop
1377,SeaLake
1769,HerbaceousVegetation
1579,SeaLake
3972,HerbaceousVegetation
3298,AnnualCrop
2740,HerbaceousVegetation
1997,HerbaceousVegetation
2818,HerbaceousVegetation
2918,HerbaceousVegetation
184,AnnualCrop
2295,HerbaceousVegetation
1212,Forest
549,HerbaceousVegetation
2402,SeaLake
3249,HerbaceousVegetation
3888,Residential
237,SeaLake
3474,SeaLake
4003,HerbaceousVegetation
3527,SeaLake
4150,HerbaceousVegetation
2279,HerbaceousVegetation
3669,SeaLake
3219,HerbaceousVegetation
1722,PermanentCrop
613,HerbaceousVegetation
4007,SeaLake
3514,Residential
1917,AnnualCrop
1489,Residential
3415,Residential
79,SeaLake
3799,HerbaceousVegetation
830,HerbaceousVegetation
1676,HerbaceousVegetation
501,HerbaceousVegetation
1899,HerbaceousVegetation
2695,AnnualCrop
1522,HerbaceousVegetation
2153,PermanentCrop
3698,Residential
307,PermanentCrop
2487,HerbaceousVegetation
2931,SeaLake
2208,HerbaceousVegetation
4083,SeaLake
3674,SeaLake
1141,SeaLake
1611,PermanentCrop
3976,SeaLake
3339,SeaLake
1805,Pasture
1786,PermanentCrop
4001,Highway
3840,SeaLake
2635,Residential
1185,HerbaceousVegetation
854,Industrial
2566,SeaLake
3108,HerbaceousVegetation
1298,PermanentCrop
1651,HerbaceousVegetation
115,SeaLake
2963,HerbaceousVegetation
904,HerbaceousVegetation
3696,SeaLake
652,Pasture
2816,HerbaceousVegetation
3686,PermanentCrop
1608,AnnualCrop
3662,HerbaceousVegetation
1369,SeaLake
3782,HerbaceousVegetation
2602,SeaLake
4032,SeaLake
3800,HerbaceousVegetation
3537,HerbaceousVegetation
1868,HerbaceousVegetation
674,SeaLake
2468,Residential
2939,HerbaceousVegetation
3672,HerbaceousVegetation
1361,River
2702,Highway
2563,HerbaceousVegetation
1308,Pasture
1831,Residential
2114,River
418,SeaLake
2022,SeaLake
3426,HerbaceousVegetation
4142,AnnualCrop
1063,HerbaceousVegetation
2940,SeaLake
1871,HerbaceousVegetation
2902,Pasture
3951,HerbaceousVegetation
338,PermanentCrop
2694,HerbaceousVegetation
558,PermanentCrop
2537,SeaLake
2839,SeaLake
849,Residential
3178,HerbaceousVegetation
3259,HerbaceousVegetation
2884,Residential
290,HerbaceousVegetation
778,HerbaceousVegetation
1158,SeaLake
1459,SeaLake
930,HerbaceousVegetation
1903,SeaLake
3280,Pasture
3242,PermanentCrop
4037,HerbaceousVegetation
2125,HerbaceousVegetation
2219,HerbaceousVegetation
383,HerbaceousVegetation
3978,HerbaceousVegetation
505,Industrial
2351,Industrial
3330,HerbaceousVegetation
1869,Residential
3202,HerbaceousVegetation
871,Residential
3378,PermanentCrop
2165,PermanentCrop
108,SeaLake
1196,SeaLake
3508,Residential
436,HerbaceousVegetation
1181,HerbaceousVegetation
412,Residential
2938,HerbaceousVegetation
2427,SeaLake
299,Residential
1556,HerbaceousVegetation
2315,SeaLake
2318,SeaLake
1082,HerbaceousVegetation
3937,HerbaceousVegetation
1299,SeaLake
2378,HerbaceousVegetation
3329,SeaLake
155,SeaLake
3348,PermanentCrop
2286,HerbaceousVegetation
1331,SeaLake
1048,PermanentCrop
513,HerbaceousVegetation
3863,HerbaceousVegetation
2281,HerbaceousVegetation
962,Industrial
721,Industrial
3879,HerbaceousVegetation
1305,HerbaceousVegetation
3070,SeaLake
4011,HerbaceousVegetation
3751,SeaLake
929,Industrial
814,SeaLake
2484,Residential
2101,HerbaceousVegetation
3567,SeaLake
1450,HerbaceousVegetation
3559,River
1920,Residential
1647,HerbaceousVegetation
1060,Industrial
762,HerbaceousVegetation
669,PermanentCrop
1766,HerbaceousVegetation
356,SeaLake
1592,SeaLake
3679,Highway
3926,SeaLake
1122,PermanentCrop
2519,PermanentCrop
2270,SeaLake
1334,HerbaceousVegetation
1618,SeaLake
1571,Residential
3797,HerbaceousVegetation
3902,SeaLake
1896,HerbaceousVegetation
3503,HerbaceousVegetation
3574,HerbaceousVegetation
2316,HerbaceousVegetation
511,SeaLake
525,HerbaceousVegetation
1553,HerbaceousVegetation
1726,HerbaceousVegetation
2132,SeaLake
1619,PermanentCrop
3407,HerbaceousVegetation
325,SeaLake
3744,Highway
2117,Highway
2365,HerbaceousVegetation
3159,Highway
