test_id,label
355,Residential
2257,HerbaceousVegetation
2533,SeaLake
432,PermanentCrop
3637,SeaLake
3296,Pasture
1003,PermanentCrop
2204,SeaLake
4126,Highway
1495,SeaLake
736,Highway
2118,Residential
266,SeaLake
2660,Residential
521,PermanentCrop
3884,Residential
1431,HerbaceousVegetation
1696,SeaLake
2874,Industrial
1909,SeaLake
111,Highway
427,PermanentCrop
2679,Pasture
1162,Residential
2104,SeaLake
3432,PermanentCrop
4153,PermanentCrop
1442,HerbaceousVegetation
3635,Highway
1445,Highway
1296,PermanentCrop
351,HerbaceousVegetation
199,Pasture
2454,Pasture
2089,PermanentCrop
1386,Industrial
1886,Pasture
3406,PermanentCrop
856,HerbaceousVegetation
2624,PermanentCrop
3558,SeaLake
1715,PermanentCrop
3168,HerbaceousVegetation
2542,Highway
1201,PermanentCrop
2642,SeaLake
3208,HerbaceousVegetation
3279,SeaLake
3623,Pasture
2011,HerbaceousVegetation
3486,PermanentCrop
2355,Forest
761,Residential
336,SeaLake
4005,Highway
2738,HerbaceousVegetation
1631,SeaLake
678,Pasture
4204,PermanentCrop
1377,SeaLake
1769,HerbaceousVegetation
1579,AnnualCrop
3972,HerbaceousVegetation
3298,Pasture
2740,PermanentCrop
1997,Residential
2818,Highway
2918,HerbaceousVegetation
184,PermanentCrop
2295,HerbaceousVegetation
1212,Residential
549,Highway
2402,SeaLake
3249,Residential
3888,Residential
237,SeaLake
3474,SeaLake
4003,PermanentCrop
3527,SeaLake
4150,Highway
2279,HerbaceousVegetation
3669,SeaLake
3219,River
1722,PermanentCrop
613,Residential
4007,SeaLake
3514,Residential
1917,PermanentCrop
1489,River
3415,Residential
79,SeaLake
3799,PermanentCrop
830,Residential
1676,HerbaceousVegetation
501,River
1899,Pasture
2695,PermanentCrop
1522,HerbaceousVegetation
2153,PermanentCrop
3698,Residential
307,PermanentCrop
2487,HerbaceousVegetation
2931,SeaLake
2208,Highway
4083,SeaLake
3674,SeaLake
1141,SeaLake
1611,PermanentCrop
3976,SeaLake
3339,SeaLake
1805,Pasture
1786,PermanentCrop
4001,Highway
3840,SeaLake
2635,Residential
1185,Industrial
854,Highway
2566,SeaLake
3108,HerbaceousVegetation
1298,Pasture
1651,Pasture
115,SeaLake
2963,HerbaceousVegetation
904,Residential
3696,SeaLake
652,PermanentCrop
2816,Residential
3686,PermanentCrop
1608,PermanentCrop
3662,HerbaceousVegetation
1369,SeaLake
3782,PermanentCrop
2602,SeaLake
4032,AnnualCrop
3800,Pasture
3537,HerbaceousVegetation
1868,River
674,AnnualCrop
2468,Highway
2939,HerbaceousVegetation
3672,PermanentCrop
1361,River
2702,Highway
2563,Pasture
1308,Highway
1831,Residential
2114,River
418,PermanentCrop
2022,River
3426,Highway
4142,AnnualCrop
1063,Residential
2940,SeaLake
1871,HerbaceousVegetation
2902,Pasture
3951,HerbaceousVegetation
338,Pasture
2694,Industrial
558,PermanentCrop
2537,SeaLake
2839,SeaLake
849,Residential
3178,HerbaceousVegetation
3259,HerbaceousVegetation
2884,Residential
290,Highway
778,PermanentCrop
1158,SeaLake
1459,AnnualCrop
930,Highway
1903,SeaLake
3280,Pasture
3242,PermanentCrop
4037,Residential
2125,PermanentCrop
2219,HerbaceousVegetation
383,Highway
