test_id,label
355,Industrial
2257,Forest
2533,Forest
432,PermanentCrop
3637,Forest
3296,PermanentCrop
1003,PermanentCrop
2204,Forest
4126,PermanentCrop
1495,Forest
736,Highway
2118,Residential
266,HerbaceousVegetation
2660,Residential
521,PermanentCrop
3884,Residential
1431,Forest
1696,Forest
2874,Highway
1909,Forest
111,Highway
427,PermanentCrop
2679,Pasture
1162,River
2104,Forest
3432,PermanentCrop
4153,HerbaceousVegetation
1442,HerbaceousVegetation
3635,Highway
1445,PermanentCrop
1296,PermanentCrop
351,HerbaceousVegetation
199,Pasture
2454,Forest
2089,Forest
1386,Industrial
1886,Pasture
3406,Pasture
856,HerbaceousVegetation
2624,PermanentCrop
3558,HerbaceousVegetation
1715,PermanentCrop
3168,HerbaceousVegetation
2542,Highway
1201,PermanentCrop
2642,Forest
3208,Forest
3279,Forest
3623,PermanentCrop
2011,Forest
3486,PermanentCrop
2355,Forest
761,Residential
336,Forest
4005,Highway
2738,HerbaceousVegetation
1631,Forest
678,Highway
4204,AnnualCrop
1377,Forest
1769,HerbaceousVegetation
1579,River
3972,Forest
3298,AnnualCrop
2740,PermanentCrop
1997,Industrial
2818,Highway
2918,PermanentCrop
184,AnnualCrop
2295,Forest
1212,Forest
549,PermanentCrop
2402,Forest
3249,Residential
3888,Industrial
237,Forest
3474,Forest
4003,Pasture
3527,Forest
4150,Pasture
2279,PermanentCrop
3669,Forest
3219,Industrial
1722,PermanentCrop
613,Residential
4007,Forest
3514,Industrial
1917,PermanentCrop
1489,River
3415,Highway
79,Forest
3799,Highway
830,Highway
1676,PermanentCrop
501,River
1899,Pasture
2695,River
1522,Industrial
2153,River
3698,Residential
307,PermanentCrop
2487,Forest
2931,Forest
2208,Highway
4083,Forest
3674,Forest
1141,Forest
1611,PermanentCrop
3976,Forest
3339,Forest
1805,Pasture
1786,PermanentCrop
4001,Highway
3840,Forest
2635,Forest
1185,Industrial
854,Highway
2566,Forest
3108,Forest
1298,Pasture
1651,HerbaceousVegetation
115,Forest
2963,HerbaceousVegetation
904,Forest
3696,Forest
652,PermanentCrop
2816,Industrial
3686,PermanentCrop
1608,PermanentCrop
3662,Forest
1369,Forest
3782,HerbaceousVegetation
2602,Forest
4032,AnnualCrop
3800,River
3537,PermanentCrop
1868,River
674,SeaLake
2468,Forest
2939,PermanentCrop
3672,PermanentCrop
1361,River
2702,Highway
2563,AnnualCrop
1308,Highway
1831,Residential
2114,River
418,Forest
2022,River
3426,River
4142,AnnualCrop
1063,Pasture
2940,Forest
1871,Highway
2902,PermanentCrop
3951,Forest
338,PermanentCrop
2694,PermanentCrop
558,PermanentCrop
2537,Forest
2839,Forest
849,Residential
3178,HerbaceousVegetation
3259,Forest
2884,Industrial
290,River
778,HerbaceousVegetation
1158,Forest
1459,River
930,Highway
1903,Forest
3280,Pasture
3242,PermanentCrop
4037,Highway
2125,PermanentCrop
2219,Forest
383,Highway
3978,HerbaceousVegetation
505,Industrial
2351,Industrial
3330,HerbaceousVegetation
1869,Forest
3202,Forest
871,Residential
3378,Pasture
2165,PermanentCrop
108,Forest
1196,Forest
3508,Residential
436,HerbaceousVegetation
1181,River
412,Residential
2938,Industrial
2427,Forest
299,Residential
1556,Forest
2315,River
2318,Forest
1082,HerbaceousVegetation
3937,Industrial
1299,Forest
2378,Highway
3329,Forest
155,Forest
3348,Pasture
2286,Industrial
1331,Forest
1048,AnnualCrop
513,River
3863,Highway
2281,River
962,Industrial
721,Industrial
3879,Forest
1305,Forest
3070,Forest
4011,Forest
3751,Forest
929,PermanentCrop
814,Forest
2484,Industrial
2101,AnnualCrop
3567,Forest
1450,Residential
3559,River
1920,Industrial
1647,Pasture
1060,PermanentCrop
762,Pasture
669,PermanentCrop
1766,HerbaceousVegetation
356,Forest
1592,River
3679,AnnualCrop
3926,Forest
1122,PermanentCrop
2519,PermanentCrop
2270,HerbaceousVegetation
1334,Industrial
1618,Forest
1571,Residential
3797,Forest
3902,Forest
1896,Highway
3503,Forest
3574,Highway
2316,Forest
511,Forest
525,HerbaceousVegetation
1553,HerbaceousVegetation
1726,PermanentCrop
2132,Forest
1619,PermanentCrop
3407,Pasture
325,Forest
3744,Highway
2117,Highway
2365,River
3159,Highway
829,HerbaceousVegetation
1800,PermanentCrop
3187,Industrial
1428,Forest
512,River
220,Forest
2138,Industrial
1653,Residential
1748,Pasture
2945,Highway
2982,Forest
2231,Forest
2548,Forest
2334,AnnualCrop
1210,Highway
2873,Residential
1946,River
2311,Forest
779,Industrial
1005,Forest
102,Forest
2799,River
3885,Residential
2148,Residential
1587,PermanentCrop
519,AnnualCrop
497,Pasture
3757,Forest
2009,Forest
2488,Forest
1104,Highway
3132,Highway
270,Forest
4043,Forest
1569,Residential
4028,PermanentCrop
982,Pasture
1407,River
2131,Highway
3547,Forest
2269,Forest
1562,Forest
1725,Forest
4176,Residential
3427,Forest
893,Forest
435,Forest
947,Pasture
465,Forest
599,PermanentCrop
2050,Highway
2312,Forest
3927,Forest
4115,PermanentCrop
1652,Forest
3886,PermanentCrop
3011,AnnualCrop
3777,Highway
1173,PermanentCrop
645,Industrial
3542,Highway
2128,Forest
2394,PermanentCrop
1742,Residential
3316,Highway
1335,Residential
686,AnnualCrop
1292,Forest
425,Forest
3771,Forest
1083,Forest
2709,Forest
1633,HerbaceousVegetation
1759,Forest
4166,HerbaceousVegetation
3209,AnnualCrop
4052,Highway
378,HerbaceousVegetation
3589,Forest
1728,River
458,River
3105,Pasture
4196,Highway
2658,Forest
2157,Forest
2910,Forest
2962,Industrial
991,Forest
1216,SeaLake
488,SeaLake
720,PermanentCrop
881,Forest
1914,Industrial
2861,Pasture
1379,Pasture
3923,Forest
423,Pasture
2054,Forest
2465,Industrial
2676,AnnualCrop
3692,Forest
3732,Forest
948,Forest
1785,HerbaceousVegetation
119,Industrial
1821,PermanentCrop
2900,PermanentCrop
3290,PermanentCrop
1644,Highway
1779,Industrial
3443,River
624,Forest
836,Industrial
3838,Industrial
610,HerbaceousVegetation
839,Forest
1176,AnnualCrop
3182,Industrial
3495,HerbaceousVegetation
2693,Forest
1887,Pasture
2752,Pasture
3056,HerbaceousVegetation
3753,PermanentCrop
4065,Forest
1054,Forest
4208,Highway
2347,Forest
106,Forest
14,Pasture
4019,HerbaceousVegetation
3431,HerbaceousVegetation
2696,PermanentCrop
2197,Forest
2645,Forest
1044,River
543,Highway
1613,Industrial
769,PermanentCrop
2930,HerbaceousVegetation
4216,Industrial
2064,Forest
3115,Forest
3557,River
1070,Forest
4041,Forest
813,Industrial
3677,Forest
3778,River
92,Forest
4009,Forest
2983,PermanentCrop
2697,PermanentCrop
2952,PermanentCrop
2943,Highway
459,Residential
2005,HerbaceousVegetation
1164,HerbaceousVegetation
2356,Residential
2853,Industrial
799,HerbaceousVegetation
1145,HerbaceousVegetation
1228,Highway
3520,River
1496,AnnualCrop
2278,Forest
3430,PermanentCrop
4202,PermanentCrop
3521,Forest
3688,AnnualCrop
2045,River
3855,Industrial
3181,River
2805,Forest
4080,Pasture
2177,HerbaceousVegetation
3876,Highway
734,PermanentCrop
1732,Pasture
163,Pasture
3336,Forest
379,PermanentCrop
3539,Highway
1356,Forest
4051,HerbaceousVegetation
1650,Pasture
535,PermanentCrop
3077,Forest
1910,Highway
2371,HerbaceousVegetation
3526,AnnualCrop
3282,Forest
2232,HerbaceousVegetation
3207,Highway
2159,Forest
2428,Residential
1209,AnnualCrop
3402,Forest
397,PermanentCrop
3595,Forest
2593,AnnualCrop
824,Forest
2313,HerbaceousVegetation
57,Pasture
2500,Residential
1921,Forest
1957,Forest
1956,Forest
1543,PermanentCrop
2639,Forest
970,Residential
3096,Highway
475,Residential
3228,Forest
3833,Industrial
4042,Highway
1984,Forest
2550,River
76,PermanentCrop
3020,River
3383,Industrial
2987,Forest
2112,Forest
3615,River
1602,Pasture
2143,Forest
976,Forest
3986,PermanentCrop
554,Forest
1441,Pasture
3312,Forest
2880,Forest
2317,PermanentCrop
1693,Forest
135,AnnualCrop
4018,PermanentCrop
3196,Forest
2534,Forest
1042,Industrial
2032,Forest
3357,Forest
792,PermanentCrop
2046,Forest
2393,Forest
2508,Pasture
3967,River
1720,HerbaceousVegetation
3676,Residential
1808,PermanentCrop
2461,Forest
3445,River
594,Forest
1491,River
1600,Forest
1114,HerbaceousVegetation
3717,Residential
615,Forest
800,River
1925,Forest
173,Forest
3606,PermanentCrop
1392,Forest
2797,Highway
1208,HerbaceousVegetation
1516,Forest
1374,River
2619,Pasture
3847,Residential
3460,Forest
1066,HerbaceousVegetation
3758,River
48,Highway
3081,PermanentCrop
1270,Forest
2160,Forest
1278,AnnualCrop
1577,Forest
4197,HerbaceousVegetation
4111,HerbaceousVegetation
1050,Forest
1729,AnnualCrop
2757,Highway
2293,HerbaceousVegetation
3709,Industrial
3773,Residential
