test_id,label
1560,HerbaceousVegetation
2479,SeaLake
4017,SeaLake
3326,HerbaceousVegetation
1951,HerbaceousVegetation
2083,SeaLake
589,HerbaceousVegetation
445,HerbaceousVegetation
2020,HerbaceousVegetation
2259,HerbaceousVegetation
533,HerbaceousVegetation
586,HerbaceousVegetation
1178,HerbaceousVegetation
906,HerbaceousVegetation
1878,SeaLake
1137,HerbaceousVegetation
2547,HerbaceousVegetation
1993,HerbaceousVegetation
1328,HerbaceousVegetation
2422,HerbaceousVegetation
3089,HerbaceousVegetation
2400,HerbaceousVegetation
1978,HerbaceousVegetation
2992,HerbaceousVegetation
2690,HerbaceousVegetation
1021,HerbaceousVegetation
2607,HerbaceousVegetation
2356,HerbaceousVegetation
3806,Forest
2974,HerbaceousVegetation
681,SeaLake
2153,HerbaceousVegetation
460,HerbaceousVegetation
847,HerbaceousVegetation
2984,SeaLake
2707,HerbaceousVegetation
806,HerbaceousVegetation
294,Forest
3368,River
2196,SeaLake
3840,SeaLake
2845,SeaLake
632,HerbaceousVegetation
4112,HerbaceousVegetation
1367,HerbaceousVegetation
1382,HerbaceousVegetation
3146,HerbaceousVegetation
3716,SeaLake
969,Forest
1795,HerbaceousVegetation
3290,HerbaceousVegetation
1733,HerbaceousVegetation
931,SeaLake
3601,HerbaceousVegetation
3793,Forest
2887,HerbaceousVegetation
2033,SeaLake
422,HerbaceousVegetation
2219,Forest
3652,HerbaceousVegetation
805,HerbaceousVegetation
89,SeaLake
3722,SeaLake
1019,HerbaceousVegetation
3477,HerbaceousVegetation
872,Industrial
774,SeaLake
2821,HerbaceousVegetation
2115,HerbaceousVegetation
4078,HerbaceousVegetation
4024,HerbaceousVegetation
4092,SeaLake
579,HerbaceousVegetation
3088,HerbaceousVegetation
3145,HerbaceousVegetation
2327,HerbaceousVegetation
1842,Forest
3008,HerbaceousVegetation
2326,SeaLake
2126,SeaLake
2205,HerbaceousVegetation
2704,SeaLake
2426,HerbaceousVegetation
2648,Forest
4089,SeaLake
1618,SeaLake
1275,HerbaceousVegetation
426,HerbaceousVegetation
2454,HerbaceousVegetation
4040,SeaLake
789,HerbaceousVegetation
1179,HerbaceousVegetation
3453,HerbaceousVegetation
1819,HerbaceousVegetation
3802,HerbaceousVegetation
2564,SeaLake
3423,HerbaceousVegetation
817,HerbaceousVegetation
4083,SeaLake
2718,HerbaceousVegetation
77,HerbaceousVegetation
1184,HerbaceousVegetation
3937,HerbaceousVegetation
3790,HerbaceousVegetation
1590,HerbaceousVegetation
2494,HerbaceousVegetation
2969,Forest
2996,SeaLake
3298,HerbaceousVegetation
4051,HerbaceousVegetation
1197,SeaLake
2036,Forest
1014,HerbaceousVegetation
3869,HerbaceousVegetation
3465,HerbaceousVegetation
915,HerbaceousVegetation
2472,SeaLake
2138,HerbaceousVegetation
2896,HerbaceousVegetation
1948,HerbaceousVegetation
1231,HerbaceousVegetation
354,HerbaceousVegetation
990,HerbaceousVegetation
1176,HerbaceousVegetation
2012,HerbaceousVegetation
1746,HerbaceousVegetation
2337,HerbaceousVegetation
3625,HerbaceousVegetation
642,HerbaceousVegetation
757,SeaLake
2336,HerbaceousVegetation
2611,HerbaceousVegetation
983,HerbaceousVegetation
3596,SeaLake
3690,SeaLake
1294,SeaLake
2638,HerbaceousVegetation
1047,SeaLake
492,HerbaceousVegetation
3679,HerbaceousVegetation
1104,HerbaceousVegetation
583,SeaLake
905,SeaLake
2842,River
448,HerbaceousVegetation
2142,HerbaceousVegetation
912,HerbaceousVegetation
971,SeaLake
3855,HerbaceousVegetation
1207,HerbaceousVegetation
2823,Forest
2223,HerbaceousVegetation
2163,HerbaceousVegetation
3829,SeaLake
4161,HerbaceousVegetation
1376,HerbaceousVegetation
1293,SeaLake
695,SeaLake
3382,HerbaceousVegetation
3034,SeaLake
30,HerbaceousVegetation
1204,SeaLake
991,SeaLake
399,HerbaceousVegetation
1992,SeaLake
3436,HerbaceousVegetation
966,SeaLake
857,SeaLake
770,SeaLake
4142,HerbaceousVegetation
2848,SeaLake
1771,HerbaceousVegetation
2574,HerbaceousVegetation
573,HerbaceousVegetation
152,HerbaceousVegetation
392,HerbaceousVegetation
1527,HerbaceousVegetation
250,SeaLake
3269,HerbaceousVegetation
2227,SeaLake
3583,HerbaceousVegetation
1551,HerbaceousVegetation
3131,HerbaceousVegetation
3476,HerbaceousVegetation
3229,HerbaceousVegetation
3201,River
4058,SeaLake
1891,HerbaceousVegetation
4216,HerbaceousVegetation
368,HerbaceousVegetation
1745,HerbaceousVegetation
4160,HerbaceousVegetation
3113,HerbaceousVegetation
875,HerbaceousVegetation
3484,HerbaceousVegetation
3035,HerbaceousVegetation
958,HerbaceousVegetation
2983,HerbaceousVegetation
751,HerbaceousVegetation
3671,HerbaceousVegetation
2504,HerbaceousVegetation
76,HerbaceousVegetation
1916,SeaLake
985,HerbaceousVegetation
1557,SeaLake
693,HerbaceousVegetation
2482,SeaLake
4231,Forest
1319,River
402,HerbaceousVegetation
3268,HerbaceousVegetation
2739,SeaLake
833,River
3581,Forest
2898,HerbaceousVegetation
61,HerbaceousVegetation
3966,HerbaceousVegetation
437,HerbaceousVegetation
2347,SeaLake
1133,HerbaceousVegetation
1515,HerbaceousVegetation
34,HerbaceousVegetation
2760,HerbaceousVegetation
2675,HerbaceousVegetation
1274,HerbaceousVegetation
970,HerbaceousVegetation
1970,HerbaceousVegetation
3764,HerbaceousVegetation
3889,HerbaceousVegetation
183,HerbaceousVegetation
2960,HerbaceousVegetation
1722,HerbaceousVegetation
3853,SeaLake
2972,SeaLake
4229,HerbaceousVegetation
1421,HerbaceousVegetation
520,HerbaceousVegetation
3010,HerbaceousVegetation
2044,SeaLake
879,HerbaceousVegetation
896,River
2273,HerbaceousVegetation
3573,SeaLake
3063,River
1201,HerbaceousVegetation
835,River
2402,SeaLake
615,HerbaceousVegetation
4138,Forest
16,SeaLake
1105,SeaLake
2489,SeaLake
3930,HerbaceousVegetation
325,SeaLake
538,HerbaceousVegetation
1815,HerbaceousVegetation
4107,SeaLake
1078,HerbaceousVegetation
3762,HerbaceousVegetation
3826,Forest
121,SeaLake
684,HerbaceousVegetation
902,HerbaceousVegetation
1404,HerbaceousVegetation
3867,HerbaceousVegetation
3059,HerbaceousVegetation
3271,SeaLake
100,SeaLake
655,HerbaceousVegetation
2949,SeaLake
11,SeaLake
3078,HerbaceousVegetation
1620,HerbaceousVegetation
383,HerbaceousVegetation
4025,HerbaceousVegetation
975,SeaLake
3794,HerbaceousVegetation
1662,HerbaceousVegetation
1324,HerbaceousVegetation
171,SeaLake
1070,HerbaceousVegetation
742,SeaLake
3431,HerbaceousVegetation
45,HerbaceousVegetation
1776,HerbaceousVegetation
510,HerbaceousVegetation
210,SeaLake
821,HerbaceousVegetation
2595,SeaLake
2297,HerbaceousVegetation
3069,HerbaceousVegetation
2688,HerbaceousVegetation
2459,SeaLake
1,HerbaceousVegetation
2658,HerbaceousVegetation
236,HerbaceousVegetation
4225,SeaLake
4062,SeaLake
2391,HerbaceousVegetation
2926,HerbaceousVegetation
4218,Forest
243,HerbaceousVegetation
252,HerbaceousVegetation
1279,SeaLake
491,HerbaceousVegetation
1464,HerbaceousVegetation
1860,HerbaceousVegetation
1423,SeaLake
736,HerbaceousVegetation
1827,HerbaceousVegetation
211,Forest
1593,HerbaceousVegetation
2623,HerbaceousVegetation
130,HerbaceousVegetation
877,HerbaceousVegetation
2589,SeaLake
555,HerbaceousVegetation
2157,SeaLake
2475,HerbaceousVegetation
2993,HerbaceousVegetation
4185,HerbaceousVegetation
428,HerbaceousVegetation
2646,HerbaceousVegetation
3558,SeaLake
3828,HerbaceousVegetation
1168,HerbaceousVegetation
12,HerbaceousVegetation
26,HerbaceousVegetation
3879,HerbaceousVegetation
1904,HerbaceousVegetation
2864,SeaLake
3161,HerbaceousVegetation
3236,HerbaceousVegetation
1167,HerbaceousVegetation
928,HerbaceousVegetation
2591,HerbaceousVegetation
4029,HerbaceousVegetation
2875,HerbaceousVegetation
616,HerbaceousVegetation
3469,SeaLake
469,HerbaceousVegetation
2246,SeaLake
1065,HerbaceousVegetation
687,HerbaceousVegetation
4171,HerbaceousVegetation
1924,HerbaceousVegetation
1364,HerbaceousVegetation
3564,SeaLake
3111,HerbaceousVegetation
1899,HerbaceousVegetation
2539,HerbaceousVegetation
1739,HerbaceousVegetation
3910,SeaLake
2600,HerbaceousVegetation
1499,SeaLake
2078,SeaLake
2744,HerbaceousVegetation
734,HerbaceousVegetation
3940,HerbaceousVegetation
3604,SeaLake
1488,HerbaceousVegetation
2032,SeaLake
3278,HerbaceousVegetation
1480,HerbaceousVegetation
2766,HerbaceousVegetation
1452,HerbaceousVegetation
3613,HerbaceousVegetation
