test_id,label
3531,HerbaceousVegetation
2156,AnnualCrop
4088,SeaLake
3436,River
1433,SeaLake
2610,AnnualCrop
3626,SeaLake
829,SeaLake
3512,SeaLake
3271,SeaLake
2270,SeaLake
2186,HerbaceousVegetation
2718,AnnualCrop
2851,SeaLake
175,SeaLake
3883,Pasture
1913,SeaLake
1563,AnnualCrop
1951,HerbaceousVegetation
3296,AnnualCrop
2123,AnnualCrop
3747,AnnualCrop
3942,AnnualCrop
2898,Highway
1274,Forest
3115,SeaLake
3570,SeaLake
1149,Highway
2072,AnnualCrop
1932,SeaLake
411,Industrial
2333,Pasture
3509,River
4204,Pasture
3460,River
3833,AnnualCrop
3676,Industrial
421,River
2721,Pasture
3770,Highway
1958,River
3103,SeaLake
1068,River
2137,Pasture
1141,SeaLake
3167,Pasture
3854,SeaLake
2017,River
3853,SeaLake
1268,HerbaceousVegetation
3076,SeaLake
3176,River
2203,SeaLake
1096,SeaLake
1273,River
3178,River
3144,Pasture
2223,River
2552,SeaLake
1299,Pasture
4203,AnnualCrop
3163,SeaLake
1735,AnnualCrop
1012,HerbaceousVegetation
2216,Pasture
433,AnnualCrop
2816,AnnualCrop
2595,SeaLake
1307,River
148,AnnualCrop
3557,AnnualCrop
2403,SeaLake
3861,AnnualCrop
1968,SeaLake
3919,Residential
3455,River
825,River
2863,Pasture
912,Highway
1295,AnnualCrop
3950,AnnualCrop
611,AnnualCrop
2648,Forest
2224,River
1977,Pasture
2510,AnnualCrop
499,SeaLake
1473,River
3933,Residential
1091,AnnualCrop
848,HerbaceousVegetation
2515,AnnualCrop
4226,HerbaceousVegetation
1240,Pasture
2298,HerbaceousVegetation
2613,AnnualCrop
1550,SeaLake
4213,HerbaceousVegetation
2271,SeaLake
672,Pasture
3200,SeaLake
84,SeaLake
54,Highway
4174,River
3668,River
3569,River
2819,AnnualCrop
3345,AnnualCrop
4015,Industrial
3289,Highway
1097,SeaLake
1175,AnnualCrop
3490,AnnualCrop
1226,AnnualCrop
3428,Pasture
262,River
69,SeaLake
1104,PermanentCrop
3847,HerbaceousVegetation
149,Forest
1678,AnnualCrop
2255,Pasture
674,HerbaceousVegetation
728,SeaLake
3406,AnnualCrop
642,Industrial
2653,Pasture
3138,Pasture
2727,Forest
3014,SeaLake
3752,AnnualCrop
816,SeaLake
2204,SeaLake
3816,River
2057,River
1290,SeaLake
1458,SeaLake
2709,SeaLake
1808,AnnualCrop
1630,Highway
73,SeaLake
4159,AnnualCrop
1450,HerbaceousVegetation
1857,AnnualCrop
1313,AnnualCrop
3577,AnnualCrop
2238,Forest
1489,River
2306,AnnualCrop
1387,SeaLake
3301,HerbaceousVegetation
440,Highway
2971,SeaLake
3876,Pasture
1385,AnnualCrop
2077,River
192,Industrial
844,River
1090,AnnualCrop
852,Pasture
3572,SeaLake
1253,SeaLake
1660,PermanentCrop
382,SeaLake
950,AnnualCrop
3333,HerbaceousVegetation
3295,Pasture
3525,SeaLake
3935,SeaLake
3445,River
453,River
2955,AnnualCrop
932,AnnualCrop
3131,AnnualCrop
2682,Forest
700,AnnualCrop
3281,SeaLake
3698,Highway
2345,River
4153,HerbaceousVegetation
1378,AnnualCrop
2301,Pasture
2609,Pasture
1667,SeaLake
3052,River
2950,AnnualCrop
187,SeaLake
3694,HerbaceousVegetation
159,River
1709,River
3462,AnnualCrop
2751,AnnualCrop
2540,AnnualCrop
3622,Pasture
1125,HerbaceousVegetation
2798,SeaLake
1192,River
914,HerbaceousVegetation
3435,SeaLake
2899,HerbaceousVegetation
1524,Pasture
3291,Pasture
2592,SeaLake
2968,SeaLake
2390,Industrial
2388,SeaLake
3468,Pasture
3754,Forest
3566,Pasture
1962,AnnualCrop
2633,AnnualCrop
876,HerbaceousVegetation
1050,SeaLake
1246,SeaLake
1842,Forest
344,Highway
2858,Forest
11,SeaLake
1238,Forest
4161,HerbaceousVegetation
636,SeaLake
1569,HerbaceousVegetation
1980,River
80,AnnualCrop
2051,Pasture
261,Pasture
3864,AnnualCrop
2665,SeaLake
606,SeaLake
3061,SeaLake
937,Pasture
2432,AnnualCrop
530,AnnualCrop
3948,SeaLake
4035,Pasture
899,SeaLake
3669,SeaLake
4027,AnnualCrop
615,River
1003,AnnualCrop
2405,River
2745,HerbaceousVegetation
2928,AnnualCrop
3870,HerbaceousVegetation
349,SeaLake
1286,River
1434,AnnualCrop
766,HerbaceousVegetation
4097,Pasture
4156,SeaLake
2086,AnnualCrop
3416,HerbaceousVegetation
1518,AnnualCrop
710,River
4170,SeaLake
3699,AnnualCrop
1204,SeaLake
2614,SeaLake
395,River
4081,AnnualCrop
1044,River
734,AnnualCrop
3290,River
1733,HerbaceousVegetation
750,SeaLake
431,HerbaceousVegetation
989,AnnualCrop
2468,Pasture
454,HerbaceousVegetation
29,AnnualCrop
1889,SeaLake
1206,River
1988,River
3826,River
279,SeaLake
1157,River
3410,SeaLake
1909,SeaLake
1657,Highway
3735,AnnualCrop
2492,River
1030,Industrial
583,SeaLake
1634,AnnualCrop
123,SeaLake
430,Pasture
4127,SeaLake
3543,Highway
256,AnnualCrop
1437,Pasture
1578,River
368,AnnualCrop
3242,AnnualCrop
1438,SeaLake
1840,AnnualCrop
2813,Pasture
2538,Pasture
853,SeaLake
1902,SeaLake
2279,Forest
2564,SeaLake
424,River
2597,AnnualCrop
2986,AnnualCrop
1555,Forest
4045,HerbaceousVegetation
1843,SeaLake
603,AnnualCrop
2359,Pasture
3656,SeaLake
4120,HerbaceousVegetation
971,SeaLake
2571,River
868,Forest
2628,SeaLake
4115,AnnualCrop
1163,AnnualCrop
2104,SeaLake
4017,SeaLake
2166,Pasture
2969,Forest
1760,Pasture
1609,HerbaceousVegetation
2740,River
2533,SeaLake
3995,Pasture
3366,Industrial
4034,SeaLake
3885,HerbaceousVegetation
2694,River
330,River
2409,AnnualCrop
476,Forest
2009,SeaLake
455,SeaLake
350,AnnualCrop
1500,HerbaceousVegetation
4067,SeaLake
1366,River
1672,AnnualCrop
928,AnnualCrop
610,Pasture
3300,Forest
2606,AnnualCrop
2921,Highway
3064,AnnualCrop
1872,Pasture
1066,River
1027,River
2436,AnnualCrop
1357,River
2164,SeaLake
3273,River
4053,River
3558,SeaLake
2339,River
1349,SeaLake
3503,Pasture
2932,SeaLake
952,River
3373,SeaLake
1907,SeaLake
3598,Pasture
3972,River
482,River
394,HerbaceousVegetation
4208,HerbaceousVegetation
2644,SeaLake
2367,SeaLake
241,River
1177,Forest
1081,HerbaceousVegetation
2065,SeaLake
1615,SeaLake
4155,River
367,AnnualCrop
1591,PermanentCrop
617,Pasture
1914,HerbaceousVegetation
1976,Highway
3186,Industrial
3018,Residential
2173,Industrial
1723,AnnualCrop
4186,AnnualCrop
3591,HerbaceousVegetation
1185,AnnualCrop
3977,AnnualCrop
1845,HerbaceousVegetation
94,River
1236,Highway
3507,AnnualCrop
3782,Forest
669,Pasture
982,AnnualCrop
4166,HerbaceousVegetation
2825,River
2420,Industrial
3586,River
3097,HerbaceousVegetation
1862,River
1032,SeaLake
366,HerbaceousVegetation
2032,SeaLake
2978,Pasture
3837,SeaLake
2234,AnnualCrop
4048,AnnualCrop
1196,SeaLake
687,AnnualCrop
558,AnnualCrop
659,Pasture
800,Pasture
3920,AnnualCrop
2227,SeaLake
3426,River
1973,River
1330,SeaLake
2056,Industrial
2728,SeaLake
4019,River
779,River
1635,River
4168,River
3906,AnnualCrop
1991,HerbaceousVegetation
1749,Pasture
1938,Forest
2338,HerbaceousVegetation
43,SeaLake
2546,AnnualCrop
709,SeaLake
1028,SeaLake
3227,Forest
555,HerbaceousVegetation
2380,Industrial
885,AnnualCrop
3223,AnnualCrop
2983,AnnualCrop
2021,SeaLake
2040,AnnualCrop
2777,Forest
1538,SeaLake
3707,AnnualCrop
83,Highway
817,AnnualCrop
2837,Industrial
596,SeaLake
2217,HerbaceousVegetation
1394,Highway
1461,AnnualCrop
3722,SeaLake
2268,SeaLake
1811,Highway
3588,Pasture
618,HerbaceousVegetation
3059,HerbaceousVegetation
18,River
3959,AnnualCrop
632,Highway
2347,SeaLake
264,River
4227,Pasture
2107,SeaLake
1111,AnnualCrop
855,Pasture
17,River
2264,SeaLake
3809,SeaLake
1035,River
1144,Pasture
651,Pasture
3384,SeaLake
2365,River
512,River
3955,SeaLake
2493,AnnualCrop
3867,HerbaceousVegetation
3708,Highway
3923,SeaLake
1422,HerbaceousVegetation
1029,AnnualCrop
1543,AnnualCrop
2476,River
2536,HerbaceousVegetation
3855,River
2544,PermanentCrop
4094,AnnualCrop
1762,AnnualCrop
3024,SeaLake
1626,SeaLake
1025,River
99,River
2199,Forest
2662,PermanentCrop
694,AnnualCrop
3214,SeaLake
3574,Pasture
1546,SeaLake
3912,River
3013,Pasture
4046,AnnualCrop
1922,River
4176,HerbaceousVegetation
3446,River
1272,River
1300,Industrial
4000,SeaLake
2724,Industrial
4218,Forest
26,AnnualCrop
4043,SeaLake
2605,SeaLake
3589,SeaLake
692,SeaLake
2313,River
3040,AnnualCrop
3571,AnnualCrop
1507,AnnualCrop
2786,Pasture
3660,AnnualCrop
3800,River
2115,AnnualCrop
1484,AnnualCrop
2222,HerbaceousVegetation
1956,SeaLake
158,Pasture
1280,Highway
360,SeaLake
2574,HerbaceousVegetation
2944,SeaLake
4197,SeaLake
777,SeaLake
40,River
2162,AnnualCrop
3819,AnnualCrop
2175,SeaLake
862,River
1130,River
3187,AnnualCrop
2519,AnnualCrop
3325,SeaLake
3261,AnnualCrop
2680,River
2715,Highway
465,SeaLake
312,HerbaceousVegetation
688,AnnualCrop
28,River
664,River
396,SeaLake
3875,AnnualCrop
2615,Pasture
155,SeaLake
2377,SeaLake
1896,Forest
61,River
1649,Highway
2494,River
2074,AnnualCrop
3579,SeaLake
2706,Pasture
3389,HerbaceousVegetation
2069,Pasture
3348,Pasture
1510,AnnualCrop
1174,AnnualCrop
4072,Highway
849,AnnualCrop
1441,AnnualCrop
704,AnnualCrop
2237,Pasture
3207,Pasture
3654,Pasture
2524,SeaLake
3071,SeaLake
375,AnnualCrop
934,Pasture
1376,River
1410,AnnualCrop
835,River
1575,SeaLake
793,AnnualCrop
2589,SeaLake
4180,River
3089,Industrial
414,Pasture
3280,Pasture
37,AnnualCrop
1136,AnnualCrop
450,River
2422,AnnualCrop
2975,AnnualCrop
2725,River
2399,SeaLake
3624,AnnualCrop
1890,Forest
613,Residential
442,SeaLake
3726,SeaLake
2679,AnnualCrop
1847,Highway
834,AnnualCrop
3150,SeaLake
2941,Highway
2364,SeaLake
3540,Industrial
974,AnnualCrop
3185,River
812,AnnualCrop
863,HerbaceousVegetation
2303,Pasture
3600,Highway
1639,HerbaceousVegetation
2758,HerbaceousVegetation
2673,HerbaceousVegetation
3611,SeaLake
3663,River
3521,SeaLake
1759,Residential
1499,SeaLake
3865,Pasture
772,AnnualCrop
373,AnnualCrop
4039,SeaLake
3787,AnnualCrop
3444,Pasture
2375,River
3438,AnnualCrop
3599,Forest
3910,SeaLake
3484,Highway
2447,River
3871,AnnualCrop
3346,SeaLake
228,Highway
137,Pasture
3253,River
2811,River
3744,AnnualCrop
1926,Industrial
254,Highway
1447,Industrial
693,River
1690,HerbaceousVegetation
3526,River
2756,SeaLake
1080,Forest
1392,SeaLake
833,River
3347,River
2311,Pasture
3980,SeaLake
748,Highway
3613,AnnualCrop
965,AnnualCrop
1787,SeaLake
2893,Pasture
4215,HerbaceousVegetation
2943,AnnualCrop
1638,SeaLake
33,AnnualCrop
3039,Highway
1496,AnnualCrop
1341,SeaLake
2999,SeaLake
1929,SeaLake
71,Pasture
3786,SeaLake
2419,HerbaceousVegetation
1118,AnnualCrop
1959,River
408,AnnualCrop
88,HerbaceousVegetation
3609,Pasture
1666,AnnualCrop
1076,River
316,AnnualCrop
2824,HerbaceousVegetation
3030,SeaLake
3065,Pasture
2567,HerbaceousVegetation
739,AnnualCrop
1750,River
1342,SeaLake
1899,Highway
386,Forest
629,SeaLake
2507,Pasture
1002,River
2081,Highway
3662,River
1126,Industrial
2945,HerbaceousVegetation
2575,Forest
3637,SeaLake
129,River
537,SeaLake
749,River
1997,AnnualCrop
58,SeaLake
3679,AnnualCrop
491,Pasture
2275,River
1007,River
3753,River
363,AnnualCrop
1351,SeaLake
1975,AnnualCrop
163,Highway
3762,Pasture
2688,Highway
224,SeaLake
436,SeaLake
2965,Industrial
1770,Forest
1773,River
4134,HerbaceousVegetation
1202,SeaLake
4031,Pasture
759,AnnualCrop
2789,River
3658,HerbaceousVegetation
1443,Residential
1794,AnnualCrop
473,SeaLake
1783,AnnualCrop
3233,AnnualCrop
3210,SeaLake
2771,SeaLake
3262,SeaLake
2085,HerbaceousVegetation
10,SeaLake
1515,Highway
677,AnnualCrop
1123,Pasture
3493,SeaLake
789,HerbaceousVegetation
1846,AnnualCrop
3659,Highway
3070,SeaLake
3529,River
791,SeaLake
540,AnnualCrop
1064,River
2705,Residential
3055,Highway
307,River
2315,Pasture
3182,Highway
3400,AnnualCrop
3170,AnnualCrop
3393,Pasture
1075,River
961,AnnualCrop
1611,AnnualCrop
2228,AnnualCrop
1835,AnnualCrop
4089,SeaLake
3896,SeaLake
764,AnnualCrop
609,Forest
3961,Industrial
3102,AnnualCrop
1881,Pasture
1725,Pasture
1522,HerbaceousVegetation
1849,River
2366,AnnualCrop
85,SeaLake
2342,Highway
2475,Highway
202,AnnualCrop
785,SeaLake
446,Industrial
2100,Forest
474,River
2385,Forest
21,River
4010,River
3077,River
2243,SeaLake
900,AnnualCrop
1815,Highway
457,Industrial
315,Highway
4084,AnnualCrop
2083,River
2897,HerbaceousVegetation
3759,Forest
2314,HerbaceousVegetation
1230,River
4006,SeaLake
2963,Forest
4167,AnnualCrop
1505,AnnualCrop
832,Forest
365,Pasture
41,Pasture
1254,AnnualCrop
507,HerbaceousVegetation
1171,Highway
2770,SeaLake
3066,AnnualCrop
4065,SeaLake
475,River
3256,SeaLake
3794,AnnualCrop
1502,AnnualCrop
927,Pasture
3869,HerbaceousVegetation
4012,River
828,SeaLake
3913,AnnualCrop
590,Pasture
3614,HerbaceousVegetation
3169,AnnualCrop
3029,AnnualCrop
15,Forest
246,Pasture
2566,SeaLake
1099,Forest
1249,Forest
3443,AnnualCrop
162,Highway
775,HerbaceousVegetation
2855,Highway
2894,Pasture
735,Industrial
1537,HerbaceousVegetation
1944,AnnualCrop
3630,SeaLake
182,Pasture
1921,SeaLake
65,SeaLake
3681,HerbaceousVegetation
1346,HerbaceousVegetation
1057,SeaLake
2900,Pasture
604,AnnualCrop
3556,SeaLake
3891,River
2671,AnnualCrop
3367,River
2034,River
1142,AnnualCrop
185,Pasture
397,AnnualCrop
1617,AnnualCrop
1095,Forest
753,HerbaceousVegetation
2778,SeaLake
1216,SeaLake
2141,River
614,HerbaceousVegetation
2321,AnnualCrop
2163,AnnualCrop
1053,HerbaceousVegetation
3380,AnnualCrop
2363,AnnualCrop
3221,SeaLake
2245,River
4092,SeaLake
3363,River
3255,SeaLake
1703,Pasture
3349,Forest
2188,AnnualCrop
2192,River
420,River
2729,River
3749,HerbaceousVegetation
3804,Industrial
1551,River
1248,Highway
472,River
3821,SeaLake
2878,SeaLake
3657,AnnualCrop
2207,Industrial
2028,HerbaceousVegetation
3456,River
2190,Highway
1854,AnnualCrop
631,Forest
4190,AnnualCrop
4055,SeaLake
565,HerbaceousVegetation
3090,River
3908,SeaLake
1258,AnnualCrop
3665,SeaLake
2640,River
3424,SeaLake
2108,HerbaceousVegetation
3904,HerbaceousVegetation
2118,Industrial
193,HerbaceousVegetation
161,AnnualCrop
4211,HerbaceousVegetation
3539,Highway
3284,SeaLake
1462,SeaLake
3710,Pasture
2602,SeaLake
2747,AnnualCrop
690,Pasture
1023,Industrial
940,River
1556,Residential
2350,SeaLake
362,River
306,SeaLake
2134,AnnualCrop
2022,River
59,Highway
1444,AnnualCrop
