test_id,label
355,Residential
2257,Forest
2533,SeaLake
432,HerbaceousVegetation
3637,SeaLake
3296,Pasture
1003,Pasture
2204,SeaLake
4126,Residential
1495,SeaLake
736,Pasture
2118,Residential
266,SeaLake
2660,Residential
521,HerbaceousVegetation
3884,Residential
1431,Forest
1696,SeaLake
2874,Industrial
1909,SeaLake
111,Pasture
427,Pasture
2679,Pasture
1162,Pasture
2104,SeaLake
3432,Pasture
4153,Forest
1442,Forest
3635,Highway
1445,Pasture
1296,HerbaceousVegetation
351,Forest
199,Forest
2454,Forest
2089,Forest
1386,Industrial
1886,Pasture
3406,Pasture
856,Forest
2624,Pasture
3558,SeaLake
1715,PermanentCrop
3168,Forest
2542,Industrial
1201,Pasture
2642,SeaLake
3208,Forest
3279,SeaLake
3623,HerbaceousVegetation
2011,Forest
3486,Pasture
2355,Forest
761,Residential
336,SeaLake
4005,Pasture
2738,Forest
1631,SeaLake
678,Pasture
4204,HerbaceousVegetation
1377,SeaLake
1769,Forest
1579,River
3972,Highway
3298,AnnualCrop
2740,HerbaceousVegetation
1997,Residential
2818,HerbaceousVegetation
2918,Forest
184,PermanentCrop
2295,Forest
1212,Forest
549,Industrial
2402,SeaLake
3249,Residential
3888,Residential
237,SeaLake
3474,SeaLake
4003,Pasture
3527,SeaLake
4150,Industrial
2279,Forest
3669,SeaLake
3219,River
1722,PermanentCrop
613,Residential
4007,SeaLake
3514,Residential
1917,PermanentCrop
1489,River
3415,Residential
79,SeaLake
3799,Forest
830,Highway
1676,Highway
501,Highway
1899,Industrial
2695,Pasture
1522,HerbaceousVegetation
2153,Pasture
3698,Residential
307,Residential
2487,Forest
2931,SeaLake
2208,HerbaceousVegetation
4083,SeaLake
3674,SeaLake
1141,SeaLake
1611,Pasture
3976,SeaLake
3339,SeaLake
1805,Pasture
1786,PermanentCrop
4001,HerbaceousVegetation
3840,SeaLake
2635,Residential
1185,Residential
854,Industrial
2566,SeaLake
3108,Forest
1298,Pasture
1651,Forest
115,SeaLake
2963,Forest
904,Forest
3696,SeaLake
652,PermanentCrop
2816,Residential
3686,Pasture
1608,PermanentCrop
3662,Forest
1369,SeaLake
3782,Forest
2602,SeaLake
4032,River
3800,Highway
3537,Forest
1868,Pasture
674,AnnualCrop
2468,Forest
2939,PermanentCrop
3672,Highway
1361,River
2702,Highway
2563,Forest
1308,Highway
1831,Residential
2114,River
418,Forest
2022,River
3426,Highway
4142,Highway
1063,HerbaceousVegetation
2940,SeaLake
1871,HerbaceousVegetation
2902,HerbaceousVegetation
3951,Forest
338,PermanentCrop
2694,Industrial
558,Pasture
2537,SeaLake
2839,SeaLake
849,Residential
3178,Forest
3259,Forest
2884,Residential
290,Forest
778,Forest
1158,SeaLake
1459,River
930,Highway
1903,SeaLake
3280,Pasture
3242,Pasture
4037,Residential
2125,Pasture
2219,Forest
383,Highway
3978,Forest
505,Residential
2351,Pasture
