test_id,label
3905,River
3771,SeaLake
1828,Highway
2798,SeaLake
1986,River
2241,AnnualCrop
2789,River
3737,AnnualCrop
350,AnnualCrop
4045,PermanentCrop
1733,Highway
3587,SeaLake
4047,SeaLake
3155,Pasture
1090,PermanentCrop
130,AnnualCrop
2262,Highway
3906,AnnualCrop
2195,Highway
1779,Industrial
3726,SeaLake
1260,Forest
1288,River
2755,Forest
2094,Highway
1592,River
1654,Industrial
2367,SeaLake
2283,Highway
3499,River
458,AnnualCrop
4040,SeaLake
1585,PermanentCrop
669,AnnualCrop
1256,SeaLake
3171,AnnualCrop
349,SeaLake
1872,Highway
610,Highway
1757,SeaLake
2059,AnnualCrop
2639,SeaLake
94,River
2576,Highway
3012,River
2056,Industrial
3623,AnnualCrop
778,Residential
964,SeaLake
1597,River
1528,AnnualCrop
2996,SeaLake
1551,River
789,HerbaceousVegetation
2271,SeaLake
3308,AnnualCrop
795,River
3674,SeaLake
2891,SeaLake
639,Industrial
2768,SeaLake
1353,PermanentCrop
2149,AnnualCrop
257,River
4194,AnnualCrop
266,SeaLake
1646,PermanentCrop
162,Industrial
2245,Industrial
805,AnnualCrop
3903,AnnualCrop
1482,SeaLake
2548,SeaLake
850,AnnualCrop
1026,River
1292,SeaLake
3807,Forest
4121,River
1735,AnnualCrop
205,SeaLake
3160,Industrial
1066,River
146,SeaLake
375,AnnualCrop
2549,Forest
37,AnnualCrop
3230,AnnualCrop
594,SeaLake
2930,SeaLake
1906,SeaLake
1960,SeaLake
1072,Industrial
3368,River
106,Forest
1185,Residential
3220,Highway
1815,Residential
1615,SeaLake
648,Highway
3916,SeaLake
74,AnnualCrop
1911,AnnualCrop
560,SeaLake
1384,Industrial
229,AnnualCrop
3768,Forest
2305,SeaLake
1813,PermanentCrop
2025,River
1373,Highway
459,Residential
305,River
3667,Residential
1170,River
1703,Highway
1175,AnnualCrop
1253,SeaLake
665,AnnualCrop
4083,SeaLake
1358,HerbaceousVegetation
3615,River
3167,Pasture
259,River
3649,AnnualCrop
1755,PermanentCrop
1053,Highway
1974,PermanentCrop
3605,Highway
1626,SeaLake
4225,SeaLake
3471,Industrial
1193,AnnualCrop
2981,Residential
2053,Industrial
4107,SeaLake
250,SeaLake
1472,Pasture
2990,SeaLake
115,SeaLake
1494,PermanentCrop
172,River
