test_id,label
541,Forest
1479,HerbaceousVegetation
1428,SeaLake
2290,SeaLake
2550,HerbaceousVegetation
2073,Forest
2092,HerbaceousVegetation
1699,Forest
2928,HerbaceousVegetation
2942,SeaLake
3879,HerbaceousVegetation
1758,Forest
4222,Forest
1323,SeaLake
1702,Forest
2532,HerbaceousVegetation
3912,Forest
972,Industrial
138,River
1368,HerbaceousVegetation
1145,Forest
2747,HerbaceousVegetation
818,HerbaceousVegetation
2294,HerbaceousVegetation
3982,Forest
3645,Forest
2316,Forest
3838,HerbaceousVegetation
765,Forest
1641,SeaLake
1887,Forest
796,Forest
530,HerbaceousVegetation
686,HerbaceousVegetation
2627,HerbaceousVegetation
2392,HerbaceousVegetation
3079,Forest
2123,HerbaceousVegetation
3011,Forest
561,Highway
4030,Forest
2393,SeaLake
2596,Forest
3707,HerbaceousVegetation
2989,HerbaceousVegetation
411,HerbaceousVegetation
1562,SeaLake
2077,Forest
3393,HerbaceousVegetation
3289,HerbaceousVegetation
1926,HerbaceousVegetation
2322,SeaLake
39,SeaLake
1174,HerbaceousVegetation
1221,HerbaceousVegetation
3855,HerbaceousVegetation
2113,Forest
1235,Forest
1916,SeaLake
2695,HerbaceousVegetation
758,Forest
1461,HerbaceousVegetation
1474,HerbaceousVegetation
1897,HerbaceousVegetation
3364,HerbaceousVegetation
2844,HerbaceousVegetation
540,Industrial
1126,River
1565,HerbaceousVegetation
3419,HerbaceousVegetation
596,SeaLake
1608,HerbaceousVegetation
2081,Industrial
3236,HerbaceousVegetation
1271,HerbaceousVegetation
2701,HerbaceousVegetation
3747,HerbaceousVegetation
1858,HerbaceousVegetation
545,SeaLake
2850,SeaLake
1602,HerbaceousVegetation
3042,SeaLake
2913,Forest
406,HerbaceousVegetation
2900,HerbaceousVegetation
1184,HerbaceousVegetation
3478,HerbaceousVegetation
3076,SeaLake
407,HerbaceousVegetation
36,SeaLake
1822,SeaLake
565,HerbaceousVegetation
3592,Forest
894,HerbaceousVegetation
4199,HerbaceousVegetation
722,HerbaceousVegetation
1831,HerbaceousVegetation
490,HerbaceousVegetation
1380,SeaLake
2380,HerbaceousVegetation
2625,HerbaceousVegetation
583,SeaLake
1252,Forest
3662,Forest
1584,River
