test_id,label
3636,River
3260,River
1988,River
137,River
576,River
1011,Industrial
3028,SeaLake
2449,River
4172,River
71,AnnualCrop
4204,AnnualCrop
699,AnnualCrop
500,Industrial
836,AnnualCrop
3922,River
4213,PermanentCrop
2949,SeaLake
2677,Pasture
4176,AnnualCrop
2248,River
2398,PermanentCrop
2547,River
649,River
1713,SeaLake
1067,AnnualCrop
162,Industrial
141,SeaLake
2879,AnnualCrop
178,River
2782,AnnualCrop
2826,Industrial
1730,AnnualCrop
546,SeaLake
1691,River
3217,River
1448,AnnualCrop
150,River
3696,SeaLake
2388,SeaLake
2115,Highway
5,AnnualCrop
3924,SeaLake
2738,River
241,River
2702,AnnualCrop
1014,AnnualCrop
20,River
2950,AnnualCrop
4007,SeaLake
2798,SeaLake
3237,SeaLake
2394,River
2357,SeaLake
714,River
3263,SeaLake
3547,River
2509,SeaLake
2545,AnnualCrop
591,AnnualCrop
2080,River
524,AnnualCrop
1245,SeaLake
2145,SeaLake
1630,AnnualCrop
1489,River
3000,AnnualCrop
1110,PermanentCrop
731,AnnualCrop
4064,SeaLake
1890,Forest
3732,SeaLake
2812,SeaLake
1976,River
1763,AnnualCrop
32,SeaLake
2414,River
4186,AnnualCrop
1007,River
1079,AnnualCrop
2698,AnnualCrop
609,Forest
3639,SeaLake
1760,AnnualCrop
2729,River
886,AnnualCrop
2603,River
1944,AnnualCrop
2527,River
387,AnnualCrop
1704,SeaLake
2673,Residential
785,SeaLake
2377,SeaLake
1140,AnnualCrop
2304,River
3951,River
989,AnnualCrop
2540,AnnualCrop
163,PermanentCrop
1524,PermanentCrop
814,SeaLake
2876,SeaLake
41,AnnualCrop
1413,AnnualCrop
40,River
581,Forest
1858,AnnualCrop
1908,AnnualCrop
1693,SeaLake
3350,River
2959,SeaLake
1382,River
2109,SeaLake
2828,SeaLake
1109,AnnualCrop
1870,AnnualCrop
3194,PermanentCrop
348,PermanentCrop
1181,River
3635,AnnualCrop
2102,River
2976,River
1724,AnnualCrop
1959,AnnualCrop
4178,AnnualCrop
858,AnnualCrop
3231,AnnualCrop
3154,Industrial
2973,AnnualCrop
1132,PermanentCrop
2521,River
2431,River
519,AnnualCrop
1283,PermanentCrop
2777,Forest
1834,AnnualCrop
1765,AnnualCrop
3878,Forest
127,AnnualCrop
627,AnnualCrop
3845,River
750,SeaLake
3968,River
1304,SeaLake
2467,River
4056,AnnualCrop
2551,Highway
2664,AnnualCrop
2707,River
3227,Forest
596,SeaLake
1818,AnnualCrop
7,SeaLake
2693,SeaLake
33,AnnualCrop
1623,SeaLake
2637,AnnualCrop
2684,SeaLake
1323,SeaLake
1125,Industrial
2392,Residential
3250,Forest
1428,SeaLake
3929,AnnualCrop
1654,Residential
3180,SeaLake
820,AnnualCrop
893,SeaLake
3087,AnnualCrop
2108,Forest
302,PermanentCrop
3605,River
3171,AnnualCrop
263,SeaLake
243,Industrial
